station,date,Latitude,Longitude,airT,ur
Lagoa Azul,2025-03-11 04:00:00,-5.72888,-35.2489,24.7,NA
Parnamirim,2025-03-11 04:00:00,-5.93898,-35.266639,23.2,NA
Ponta Negra,2025-03-11 04:00:00,-5.87605,-35.17857,25.6,NA
Oceanografia,2025-03-11 04:00:00,-5.79524,-35.18359,28.2,80.1
Alecrim,2025-03-11 05:00:00,-5.79807,-35.21727,25.7,84.2
DIM,2025-03-11 05:00:00,-5.87995,-35.29499,23.4,NA
EAJ,2025-03-11 05:00:00,-5.88395,-35.36455,21.6,99.4
Extremoz,2025-03-11 05:00:00,-5.66732,-35.29729,24,NA
Felipe camarao,2025-03-11 05:00:00,-5.82232,-35.26118,24.4,90.4
IF Central,2025-03-11 05:00:00,-5.81187,-35.20221,25.3,91
IFZN,2025-03-11 05:00:00,-5.74779,-35.26025,24.9,85
Lagoa Azul,2025-03-11 05:00:00,-5.72888,-35.2489,24.2,NA
Parnamirim,2025-03-11 05:00:00,-5.93898,-35.266639,23,NA
Ponta Negra,2025-03-11 05:00:00,-5.87605,-35.17857,25.5,NA
Oceanografia,2025-03-11 05:00:00,-5.79524,-35.18359,28.2,79.7
Alecrim,2025-03-11 06:00:00,-5.79807,-35.21727,25.7,84.8
DIM,2025-03-11 06:00:00,-5.87995,-35.29499,23.5,NA
EAJ,2025-03-11 06:00:00,-5.88395,-35.36455,21.9,99.6
Extremoz,2025-03-11 06:00:00,-5.66732,-35.29729,24.3,NA
Felipe camarao,2025-03-11 06:00:00,-5.82232,-35.26118,24.6,89.7
IF Central,2025-03-11 06:00:00,-5.81187,-35.20221,25.4,91.1
IFZN,2025-03-11 06:00:00,-5.74779,-35.26025,24.8,85.4
Lagoa Azul,2025-03-11 06:00:00,-5.72888,-35.2489,24.7,NA
Parnamirim,2025-03-11 06:00:00,-5.93898,-35.266639,24.1,NA
Ponta Negra,2025-03-11 06:00:00,-5.87605,-35.17857,25.4,NA
Oceanografia,2025-03-11 06:00:00,-5.79524,-35.18359,28.8,82.5
Alecrim,2025-03-11 07:00:00,-5.79807,-35.21727,27.2,79
DIM,2025-03-11 07:00:00,-5.87995,-35.29499,25.9,NA
EAJ,2025-03-11 07:00:00,-5.88395,-35.36455,25.8,92.2
Extremoz,2025-03-11 07:00:00,-5.66732,-35.29729,26.8,NA
Felipe camarao,2025-03-11 07:00:00,-5.82232,-35.26118,26.4,84.1
IF Central,2025-03-11 07:00:00,-5.81187,-35.20221,26.5,87.9
IFZN,2025-03-11 07:00:00,-5.74779,-35.26025,27.2,75.8
Lagoa Azul,2025-03-11 07:00:00,-5.72888,-35.2489,27.2,NA
Parnamirim,2025-03-11 07:00:00,-5.93898,-35.266639,29.2,NA
Ponta Negra,2025-03-11 07:00:00,-5.87605,-35.17857,25.7,NA
Oceanografia,2025-03-11 07:00:00,-5.79524,-35.18359,28.9,78.2
Alecrim,2025-03-11 08:00:00,-5.79807,-35.21727,28.9,72.9
DIM,2025-03-11 08:00:00,-5.87995,-35.29499,28.9,NA
EAJ,2025-03-11 08:00:00,-5.88395,-35.36455,32.4,63.6
Extremoz,2025-03-11 08:00:00,-5.66732,-35.29729,32.2,NA
Felipe camarao,2025-03-11 08:00:00,-5.82232,-35.26118,30.3,69.9
IF Central,2025-03-11 08:00:00,-5.81187,-35.20221,28.1,83.1
IFZN,2025-03-11 08:00:00,-5.74779,-35.26025,29.6,72.1
Lagoa Azul,2025-03-11 08:00:00,-5.72888,-35.2489,30.4,NA
Parnamirim,2025-03-11 08:00:00,-5.93898,-35.266639,31.7,NA
Ponta Negra,2025-03-11 08:00:00,-5.87605,-35.17857,27.8,NA
Oceanografia,2025-03-11 08:00:00,-5.79524,-35.18359,31,74.1
Alecrim,2025-03-11 09:00:00,-5.79807,-35.21727,33.3,59.9
DIM,2025-03-11 09:00:00,-5.87995,-35.29499,31.1,NA
EAJ,2025-03-11 09:00:00,-5.88395,-35.36455,34.7,58.4
Extremoz,2025-03-11 09:00:00,-5.66732,-35.29729,32.7,NA
Felipe camarao,2025-03-11 09:00:00,-5.82232,-35.26118,30.8,67.2
IF Central,2025-03-11 09:00:00,-5.81187,-35.20221,32.6,69.3
IFZN,2025-03-11 09:00:00,-5.74779,-35.26025,30.4,67.3
Lagoa Azul,2025-03-11 09:00:00,-5.72888,-35.2489,32.3,NA
Parnamirim,2025-03-11 09:00:00,-5.93898,-35.266639,32.1,NA
Ponta Negra,2025-03-11 09:00:00,-5.87605,-35.17857,29.5,NA
Oceanografia,2025-03-11 09:00:00,-5.79524,-35.18359,34.1,64.5
Alecrim,2025-03-11 10:00:00,-5.79807,-35.21727,32.3,60.6
DIM,2025-03-11 10:00:00,-5.87995,-35.29499,31,NA
EAJ,2025-03-11 10:00:00,-5.88395,-35.36455,35.6,56.5
Extremoz,2025-03-11 10:00:00,-5.66732,-35.29729,33.3,NA
Felipe camarao,2025-03-11 10:00:00,-5.82232,-35.26118,30.7,68.4
IF Central,2025-03-11 10:00:00,-5.81187,-35.20221,29.4,79.8
IFZN,2025-03-11 10:00:00,-5.74779,-35.26025,31.3,64.6
Lagoa Azul,2025-03-11 10:00:00,-5.72888,-35.2489,32.3,NA
Parnamirim,2025-03-11 10:00:00,-5.93898,-35.266639,29.3,NA
Ponta Negra,2025-03-11 10:00:00,-5.87605,-35.17857,29.3,NA
Oceanografia,2025-03-11 10:00:00,-5.79524,-35.18359,31.7,68.5
Alecrim,2025-03-11 11:00:00,-5.79807,-35.21727,33.1,56.8
DIM,2025-03-11 11:00:00,-5.87995,-35.29499,33.8,NA
EAJ,2025-03-11 11:00:00,-5.88395,-35.36455,35.4,60.3
Extremoz,2025-03-11 11:00:00,-5.66732,-35.29729,34.1,NA
Felipe camarao,2025-03-11 11:00:00,-5.82232,-35.26118,32.4,58
IF Central,2025-03-11 11:00:00,-5.81187,-35.20221,33.4,65.3
IFZN,2025-03-11 11:00:00,-5.74779,-35.26025,31.5,60.5
Lagoa Azul,2025-03-11 11:00:00,-5.72888,-35.2489,32.5,NA
Parnamirim,2025-03-11 11:00:00,-5.93898,-35.266639,34.3,NA
Ponta Negra,2025-03-11 11:00:00,-5.87605,-35.17857,31.4,NA
Oceanografia,2025-03-11 11:00:00,-5.79524,-35.18359,34.7,60.1
Alecrim,2025-03-11 12:00:00,-5.79807,-35.21727,31.9,61.6
DIM,2025-03-11 12:00:00,-5.87995,-35.29499,33.8,NA
EAJ,2025-03-11 12:00:00,-5.88395,-35.36455,34.9,57.1
Extremoz,2025-03-11 12:00:00,-5.66732,-35.29729,34.1,NA
Felipe camarao,2025-03-11 12:00:00,-5.82232,-35.26118,32.8,59.1
IF Central,2025-03-11 12:00:00,-5.81187,-35.20221,32.9,68.8
IFZN,2025-03-11 12:00:00,-5.74779,-35.26025,31.5,67.8
Lagoa Azul,2025-03-11 12:00:00,-5.72888,-35.2489,33.6,NA
Parnamirim,2025-03-11 12:00:00,-5.93898,-35.266639,31,NA
Ponta Negra,2025-03-11 12:00:00,-5.87605,-35.17857,29,NA
Oceanografia,2025-03-11 12:00:00,-5.79524,-35.18359,34.3,60.6
Alecrim,2025-03-11 13:00:00,-5.79807,-35.21727,30.8,69
DIM,2025-03-11 13:00:00,-5.87995,-35.29499,32,NA
EAJ,2025-03-11 13:00:00,-5.88395,-35.36455,32.3,74.7
Extremoz,2025-03-11 13:00:00,-5.66732,-35.29729,29.7,NA
Felipe camarao,2025-03-11 13:00:00,-5.82232,-35.26118,31.2,70.6
IF Central,2025-03-11 13:00:00,-5.81187,-35.20221,31,76
IFZN,2025-03-11 13:00:00,-5.74779,-35.26025,29.8,70.7
Lagoa Azul,2025-03-11 13:00:00,-5.72888,-35.2489,31.6,NA
Parnamirim,2025-03-11 13:00:00,-5.93898,-35.266639,32.3,NA
Ponta Negra,2025-03-11 13:00:00,-5.87605,-35.17857,29,NA
Oceanografia,2025-03-11 13:00:00,-5.79524,-35.18359,33.1,65.8
Alecrim,2025-03-11 14:00:00,-5.79807,-35.21727,30.4,67.8
DIM,2025-03-11 14:00:00,-5.87995,-35.29499,35.6,NA
EAJ,2025-03-11 14:00:00,-5.88395,-35.36455,35.8,64.8
Extremoz,2025-03-11 14:00:00,-5.66732,-35.29729,32.5,NA
Felipe camarao,2025-03-11 14:00:00,-5.82232,-35.26118,32.4,61.1
IF Central,2025-03-11 14:00:00,-5.81187,-35.20221,34.3,66.4
IFZN,2025-03-11 14:00:00,-5.74779,-35.26025,32,67.3
Lagoa Azul,2025-03-11 14:00:00,-5.72888,-35.2489,33.3,NA
Parnamirim,2025-03-11 14:00:00,-5.93898,-35.266639,33.4,NA
Ponta Negra,2025-03-11 14:00:00,-5.87605,-35.17857,29.3,NA
Oceanografia,2025-03-11 14:00:00,-5.79524,-35.18359,35.4,50.5
Alecrim,2025-03-11 15:00:00,-5.79807,-35.21727,30,69.7
DIM,2025-03-11 15:00:00,-5.87995,-35.29499,33.1,NA
EAJ,2025-03-11 15:00:00,-5.88395,-35.36455,28.4,85.4
Extremoz,2025-03-11 15:00:00,-5.66732,-35.29729,31.8,NA
Felipe camarao,2025-03-11 15:00:00,-5.82232,-35.26118,31.7,65.7
IF Central,2025-03-11 15:00:00,-5.81187,-35.20221,32.8,68.7
IFZN,2025-03-11 15:00:00,-5.74779,-35.26025,32,66.8
Lagoa Azul,2025-03-11 15:00:00,-5.72888,-35.2489,34.1,NA
Parnamirim,2025-03-11 15:00:00,-5.93898,-35.266639,32.4,NA
Ponta Negra,2025-03-11 15:00:00,-5.87605,-35.17857,29.3,NA
Oceanografia,2025-03-11 15:00:00,-5.79524,-35.18359,33.8,52.9
Alecrim,2025-03-11 16:00:00,-5.79807,-35.21727,29.8,70.1
DIM,2025-03-11 16:00:00,-5.87995,-35.29499,30.2,NA
EAJ,2025-03-11 16:00:00,-5.88395,-35.36455,32.2,78.2
Extremoz,2025-03-11 16:00:00,-5.66732,-35.29729,31.3,NA
Felipe camarao,2025-03-11 16:00:00,-5.82232,-35.26118,30,68
IF Central,2025-03-11 16:00:00,-5.81187,-35.20221,31.6,72.4
IFZN,2025-03-11 16:00:00,-5.74779,-35.26025,30.4,71.6
Lagoa Azul,2025-03-11 16:00:00,-5.72888,-35.2489,32.5,NA
Parnamirim,2025-03-11 16:00:00,-5.93898,-35.266639,30.4,NA
Ponta Negra,2025-03-11 16:00:00,-5.87605,-35.17857,29.5,NA
Oceanografia,2025-03-11 16:00:00,-5.79524,-35.18359,33.1,55.5
Alecrim,2025-03-11 17:00:00,-5.79807,-35.21727,27.7,79.4
DIM,2025-03-11 17:00:00,-5.87995,-35.29499,28.9,NA
EAJ,2025-03-11 17:00:00,-5.88395,-35.36455,28.7,82.2
Extremoz,2025-03-11 17:00:00,-5.66732,-35.29729,27.6,NA
Felipe camarao,2025-03-11 17:00:00,-5.82232,-35.26118,28.8,76.6
IF Central,2025-03-11 17:00:00,-5.81187,-35.20221,27.3,90.2
IFZN,2025-03-11 17:00:00,-5.74779,-35.26025,28,75.1
Lagoa Azul,2025-03-11 17:00:00,-5.72888,-35.2489,27.6,NA
Parnamirim,2025-03-11 17:00:00,-5.93898,-35.266639,29.2,NA
Ponta Negra,2025-03-11 17:00:00,-5.87605,-35.17857,25.6,NA
Oceanografia,2025-03-11 17:00:00,-5.79524,-35.18359,27.2,84.7
Alecrim,2025-03-11 18:00:00,-5.79807,-35.21727,26.3,90.4
DIM,2025-03-11 18:00:00,-5.87995,-35.29499,26,NA
EAJ,2025-03-11 18:00:00,-5.88395,-35.36455,26.5,86
Extremoz,2025-03-11 18:00:00,-5.66732,-35.29729,24.9,NA
Felipe camarao,2025-03-11 18:00:00,-5.82232,-35.26118,26.2,91.2
IF Central,2025-03-11 18:00:00,-5.81187,-35.20221,26.3,93.8
IFZN,2025-03-11 18:00:00,-5.74779,-35.26025,26.5,90.4
Lagoa Azul,2025-03-11 18:00:00,-5.72888,-35.2489,25.6,NA
Parnamirim,2025-03-11 18:00:00,-5.93898,-35.266639,26.5,NA
Ponta Negra,2025-03-11 18:00:00,-5.87605,-35.17857,25.9,NA
Oceanografia,2025-03-11 18:00:00,-5.79524,-35.18359,28.2,89.9
Alecrim,2025-03-11 19:00:00,-5.79807,-35.21727,26.5,89.2
DIM,2025-03-11 19:00:00,-5.87995,-35.29499,26.2,NA
EAJ,2025-03-11 19:00:00,-5.88395,-35.36455,25.8,91.4
Extremoz,2025-03-11 19:00:00,-5.66732,-35.29729,24.8,NA
Felipe camarao,2025-03-11 19:00:00,-5.82232,-35.26118,26.7,91.2
IF Central,2025-03-11 19:00:00,-5.81187,-35.20221,26.3,94.8
IFZN,2025-03-11 19:00:00,-5.74779,-35.26025,26.4,88.2
Lagoa Azul,2025-03-11 19:00:00,-5.72888,-35.2489,25.1,NA
Parnamirim,2025-03-11 19:00:00,-5.93898,-35.266639,26.6,NA
Ponta Negra,2025-03-11 19:00:00,-5.87605,-35.17857,26.4,NA
Oceanografia,2025-03-11 19:00:00,-5.79524,-35.18359,28.1,91.5
Alecrim,2025-03-11 20:00:00,-5.79807,-35.21727,27.2,87.6
DIM,2025-03-11 20:00:00,-5.87995,-35.29499,26.4,NA
EAJ,2025-03-11 20:00:00,-5.88395,-35.36455,25.5,95.3
Extremoz,2025-03-11 20:00:00,-5.66732,-35.29729,24.8,NA
Felipe camarao,2025-03-11 20:00:00,-5.82232,-35.26118,26.7,89
IF Central,2025-03-11 20:00:00,-5.81187,-35.20221,27,90.6
IFZN,2025-03-11 20:00:00,-5.74779,-35.26025,26.5,86.1
Lagoa Azul,2025-03-11 20:00:00,-5.72888,-35.2489,25.8,NA
Parnamirim,2025-03-11 20:00:00,-5.93898,-35.266639,26.8,NA
Ponta Negra,2025-03-11 20:00:00,-5.87605,-35.17857,27.5,NA
Oceanografia,2025-03-11 20:00:00,-5.79524,-35.18359,29.5,89.2
Alecrim,2025-03-11 21:00:00,-5.79807,-35.21727,27.3,82.4
DIM,2025-03-11 21:00:00,-5.87995,-35.29499,26.2,NA
EAJ,2025-03-11 21:00:00,-5.88395,-35.36455,25.2,96.5
Extremoz,2025-03-11 21:00:00,-5.66732,-35.29729,25.5,NA
Felipe camarao,2025-03-11 21:00:00,-5.82232,-35.26118,26.5,87.7
IF Central,2025-03-11 21:00:00,-5.81187,-35.20221,27.2,89
IFZN,2025-03-11 21:00:00,-5.74779,-35.26025,27.3,81.3
Lagoa Azul,2025-03-11 21:00:00,-5.72888,-35.2489,26.3,NA
Parnamirim,2025-03-11 21:00:00,-5.93898,-35.266639,26.1,NA
Ponta Negra,2025-03-11 21:00:00,-5.87605,-35.17857,27.4,NA
Oceanografia,2025-03-11 21:00:00,-5.79524,-35.18359,29.3,85.2
Alecrim,2025-03-11 22:00:00,-5.79807,-35.21727,27.1,84.6
DIM,2025-03-11 22:00:00,-5.87995,-35.29499,25.4,NA
EAJ,2025-03-11 22:00:00,-5.88395,-35.36455,24.8,97.6
Extremoz,2025-03-11 22:00:00,-5.66732,-35.29729,25.6,NA
Felipe camarao,2025-03-11 22:00:00,-5.82232,-35.26118,26,91
IF Central,2025-03-11 22:00:00,-5.81187,-35.20221,27,88.4
IFZN,2025-03-11 22:00:00,-5.74779,-35.26025,26.9,81.5
Lagoa Azul,2025-03-11 22:00:00,-5.72888,-35.2489,26.4,NA
Parnamirim,2025-03-11 22:00:00,-5.93898,-35.266639,25.5,NA
Ponta Negra,2025-03-11 22:00:00,-5.87605,-35.17857,25.8,NA
Oceanografia,2025-03-11 22:00:00,-5.79524,-35.18359,29.4,83.5
Alecrim,2025-03-11 23:00:00,-5.79807,-35.21727,27,84.9
DIM,2025-03-11 23:00:00,-5.87995,-35.29499,24.9,NA
EAJ,2025-03-11 23:00:00,-5.88395,-35.36455,24.4,98
Extremoz,2025-03-11 23:00:00,-5.66732,-35.29729,25.5,NA
Felipe camarao,2025-03-11 23:00:00,-5.82232,-35.26118,25.8,91.2
IF Central,2025-03-11 23:00:00,-5.81187,-35.20221,26.8,91.3
IFZN,2025-03-11 23:00:00,-5.74779,-35.26025,26.4,84.7
Lagoa Azul,2025-03-11 23:00:00,-5.72888,-35.2489,25.9,NA
Parnamirim,2025-03-11 23:00:00,-5.93898,-35.266639,25.1,NA
Ponta Negra,2025-03-11 23:00:00,-5.87605,-35.17857,26.5,NA
Oceanografia,2025-03-11 23:00:00,-5.79524,-35.18359,29.3,83.3
Alecrim,2025-03-12 00:00:00,-5.79807,-35.21727,26.4,87.8
DIM,2025-03-12 00:00:00,-5.87995,-35.29499,24.9,NA
EAJ,2025-03-12 00:00:00,-5.88395,-35.36455,23.7,98.4
Extremoz,2025-03-12 00:00:00,-5.66732,-35.29729,25.2,NA
Felipe camarao,2025-03-12 00:00:00,-5.82232,-35.26118,25.7,91.3
IF Central,2025-03-12 00:00:00,-5.81187,-35.20221,26.1,95
IFZN,2025-03-12 00:00:00,-5.74779,-35.26025,25.9,86.8
Lagoa Azul,2025-03-12 00:00:00,-5.72888,-35.2489,25.3,NA
Parnamirim,2025-03-12 00:00:00,-5.93898,-35.266639,25.1,NA
Ponta Negra,2025-03-12 00:00:00,-5.87605,-35.17857,26.2,NA
Oceanografia,2025-03-12 00:00:00,-5.79524,-35.18359,29,81.8
Alecrim,2025-03-12 01:00:00,-5.79807,-35.21727,26.3,88.5
DIM,2025-03-12 01:00:00,-5.87995,-35.29499,24.3,NA
EAJ,2025-03-12 01:00:00,-5.88395,-35.36455,23.7,98.8
Extremoz,2025-03-12 01:00:00,-5.66732,-35.29729,25,NA
Felipe camarao,2025-03-12 01:00:00,-5.82232,-35.26118,25.4,91.3
IF Central,2025-03-12 01:00:00,-5.81187,-35.20221,26.2,94
IFZN,2025-03-12 01:00:00,-5.74779,-35.26025,25.8,86.5
Lagoa Azul,2025-03-12 01:00:00,-5.72888,-35.2489,25.3,NA
Parnamirim,2025-03-12 01:00:00,-5.93898,-35.266639,24.8,NA
Ponta Negra,2025-03-12 01:00:00,-5.87605,-35.17857,25.8,NA
Oceanografia,2025-03-12 01:00:00,-5.79524,-35.18359,29.2,82.6
Alecrim,2025-03-12 02:00:00,-5.79807,-35.21727,25.8,90.2
DIM,2025-03-12 02:00:00,-5.87995,-35.29499,23.9,NA
EAJ,2025-03-12 02:00:00,-5.88395,-35.36455,23.2,98.8
Extremoz,2025-03-12 02:00:00,-5.66732,-35.29729,24.6,NA
Felipe camarao,2025-03-12 02:00:00,-5.82232,-35.26118,25,93.1
IF Central,2025-03-12 02:00:00,-5.81187,-35.20221,25.5,95.9
IFZN,2025-03-12 02:00:00,-5.74779,-35.26025,25.5,87.5
Lagoa Azul,2025-03-12 02:00:00,-5.72888,-35.2489,24.9,NA
Parnamirim,2025-03-12 02:00:00,-5.93898,-35.266639,24.1,NA
Ponta Negra,2025-03-12 02:00:00,-5.87605,-35.17857,25.1,NA
Oceanografia,2025-03-12 02:00:00,-5.79524,-35.18359,27.6,89.5
Alecrim,2025-03-12 03:00:00,-5.79807,-35.21727,25.6,90.7
DIM,2025-03-12 03:00:00,-5.87995,-35.29499,23.6,NA
EAJ,2025-03-12 03:00:00,-5.88395,-35.36455,22.8,99.1
Extremoz,2025-03-12 03:00:00,-5.66732,-35.29729,24.4,NA
Felipe camarao,2025-03-12 03:00:00,-5.82232,-35.26118,24.9,93.4
IF Central,2025-03-12 03:00:00,-5.81187,-35.20221,25.4,97.2
IFZN,2025-03-12 03:00:00,-5.74779,-35.26025,25.4,87.9
Lagoa Azul,2025-03-12 03:00:00,-5.72888,-35.2489,24.7,NA
Parnamirim,2025-03-12 03:00:00,-5.93898,-35.266639,23.6,NA
Ponta Negra,2025-03-12 03:00:00,-5.87605,-35.17857,25.2,NA
Oceanografia,2025-03-12 03:00:00,-5.79524,-35.18359,28.2,89
Alecrim,2025-03-12 04:00:00,-5.79807,-35.21727,25.6,91.2
DIM,2025-03-12 04:00:00,-5.87995,-35.29499,23.3,NA
EAJ,2025-03-12 04:00:00,-5.88395,-35.36455,22.2,99.3
Extremoz,2025-03-12 04:00:00,-5.66732,-35.29729,24.1,NA
Felipe camarao,2025-03-12 04:00:00,-5.82232,-35.26118,24.7,93.6
IF Central,2025-03-12 04:00:00,-5.81187,-35.20221,25.4,96.6
IFZN,2025-03-12 04:00:00,-5.74779,-35.26025,25,88.3
Lagoa Azul,2025-03-12 04:00:00,-5.72888,-35.2489,24.5,NA
Parnamirim,2025-03-12 04:00:00,-5.93898,-35.266639,23.3,NA
Ponta Negra,2025-03-12 04:00:00,-5.87605,-35.17857,25,NA
Oceanografia,2025-03-12 04:00:00,-5.79524,-35.18359,28.1,86.8
Alecrim,2025-03-12 05:00:00,-5.79807,-35.21727,25.4,91.4
DIM,2025-03-12 05:00:00,-5.87995,-35.29499,23,NA
EAJ,2025-03-12 05:00:00,-5.88395,-35.36455,21.9,99.5
Extremoz,2025-03-12 05:00:00,-5.66732,-35.29729,24,NA
Felipe camarao,2025-03-12 05:00:00,-5.82232,-35.26118,24.4,94.1
IF Central,2025-03-12 05:00:00,-5.81187,-35.20221,25.3,96.6
IFZN,2025-03-12 05:00:00,-5.74779,-35.26025,24.8,88.7
Lagoa Azul,2025-03-12 05:00:00,-5.72888,-35.2489,24.4,NA
Parnamirim,2025-03-12 05:00:00,-5.93898,-35.266639,23.3,NA
Ponta Negra,2025-03-12 05:00:00,-5.87605,-35.17857,25,NA
Oceanografia,2025-03-12 05:00:00,-5.79524,-35.18359,27.7,89.2
Alecrim,2025-03-12 06:00:00,-5.79807,-35.21727,25.5,90.8
DIM,2025-03-12 06:00:00,-5.87995,-35.29499,23.4,NA
EAJ,2025-03-12 06:00:00,-5.88395,-35.36455,22.2,99.7
Extremoz,2025-03-12 06:00:00,-5.66732,-35.29729,24,NA
Felipe camarao,2025-03-12 06:00:00,-5.82232,-35.26118,24.5,93.9
IF Central,2025-03-12 06:00:00,-5.81187,-35.20221,25.4,96.8
IFZN,2025-03-12 06:00:00,-5.74779,-35.26025,24.7,88.8
Lagoa Azul,2025-03-12 06:00:00,-5.72888,-35.2489,24.5,NA
Parnamirim,2025-03-12 06:00:00,-5.93898,-35.266639,23.5,NA
Ponta Negra,2025-03-12 06:00:00,-5.87605,-35.17857,25,NA
Oceanografia,2025-03-12 06:00:00,-5.79524,-35.18359,28.1,88.3
Alecrim,2025-03-12 07:00:00,-5.79807,-35.21727,26.5,84.9
DIM,2025-03-12 07:00:00,-5.87995,-35.29499,25.2,NA
EAJ,2025-03-12 07:00:00,-5.88395,-35.36455,26.5,92.9
Extremoz,2025-03-12 07:00:00,-5.66732,-35.29729,25.7,NA
Felipe camarao,2025-03-12 07:00:00,-5.82232,-35.26118,26.1,89
IF Central,2025-03-12 07:00:00,-5.81187,-35.20221,26.2,93.1
IFZN,2025-03-12 07:00:00,-5.74779,-35.26025,28.5,76.8
Lagoa Azul,2025-03-12 07:00:00,-5.72888,-35.2489,26.3,NA
Parnamirim,2025-03-12 07:00:00,-5.93898,-35.266639,27.8,NA
Ponta Negra,2025-03-12 07:00:00,-5.87605,-35.17857,26.2,NA
Oceanografia,2025-03-12 07:00:00,-5.79524,-35.18359,29,84.6
Alecrim,2025-03-12 08:00:00,-5.79807,-35.21727,29.4,72.6
DIM,2025-03-12 08:00:00,-5.87995,-35.29499,28.4,NA
EAJ,2025-03-12 08:00:00,-5.88395,-35.36455,32,68.9
Extremoz,2025-03-12 08:00:00,-5.66732,-35.29729,28.5,NA
Felipe camarao,2025-03-12 08:00:00,-5.82232,-35.26118,29.7,77
IF Central,2025-03-12 08:00:00,-5.81187,-35.20221,28.6,85.3
IFZN,2025-03-12 08:00:00,-5.74779,-35.26025,28,78.4
Lagoa Azul,2025-03-12 08:00:00,-5.72888,-35.2489,29,NA
Parnamirim,2025-03-12 08:00:00,-5.93898,-35.266639,31.4,NA
Ponta Negra,2025-03-12 08:00:00,-5.87605,-35.17857,28.4,NA
Oceanografia,2025-03-12 08:00:00,-5.79524,-35.18359,31.3,75.6
Alecrim,2025-03-12 09:00:00,-5.79807,-35.21727,31.4,64.7
DIM,2025-03-12 09:00:00,-5.87995,-35.29499,30.5,NA
EAJ,2025-03-12 09:00:00,-5.88395,-35.36455,33.2,64.5
Extremoz,2025-03-12 09:00:00,-5.66732,-35.29729,33.9,NA
Felipe camarao,2025-03-12 09:00:00,-5.82232,-35.26118,29.6,77.3
IF Central,2025-03-12 09:00:00,-5.81187,-35.20221,31.5,71.7
IFZN,2025-03-12 09:00:00,-5.74779,-35.26025,30.7,65.6
Lagoa Azul,2025-03-12 09:00:00,-5.72888,-35.2489,30.9,NA
Parnamirim,2025-03-12 09:00:00,-5.93898,-35.266639,32.4,NA
Ponta Negra,2025-03-12 09:00:00,-5.87605,-35.17857,29.5,NA
Oceanografia,2025-03-12 09:00:00,-5.79524,-35.18359,33,67.9
Alecrim,2025-03-12 10:00:00,-5.79807,-35.21727,32.9,56.8
DIM,2025-03-12 10:00:00,-5.87995,-35.29499,32.2,NA
EAJ,2025-03-12 10:00:00,-5.88395,-35.36455,36.9,56.2
Extremoz,2025-03-12 10:00:00,-5.66732,-35.29729,34.4,NA
Felipe camarao,2025-03-12 10:00:00,-5.82232,-35.26118,31.9,61.2
IF Central,2025-03-12 10:00:00,-5.81187,-35.20221,34,64.4
IFZN,2025-03-12 10:00:00,-5.74779,-35.26025,31.7,65.2
Lagoa Azul,2025-03-12 10:00:00,-5.72888,-35.2489,31.8,NA
Parnamirim,2025-03-12 10:00:00,-5.93898,-35.266639,34.6,NA
Ponta Negra,2025-03-12 10:00:00,-5.87605,-35.17857,32,NA
Oceanografia,2025-03-12 10:00:00,-5.79524,-35.18359,36,62.5
Alecrim,2025-03-12 11:00:00,-5.79807,-35.21727,33.6,56.4
DIM,2025-03-12 11:00:00,-5.87995,-35.29499,34.2,NA
EAJ,2025-03-12 11:00:00,-5.88395,-35.36455,37.3,51.2
Extremoz,2025-03-12 11:00:00,-5.66732,-35.29729,34.4,NA
Felipe camarao,2025-03-12 11:00:00,-5.82232,-35.26118,32.7,58.7
IF Central,2025-03-12 11:00:00,-5.81187,-35.20221,33.6,67.5
IFZN,2025-03-12 11:00:00,-5.74779,-35.26025,32.5,61.8
Lagoa Azul,2025-03-12 11:00:00,-5.72888,-35.2489,32.2,NA
Parnamirim,2025-03-12 11:00:00,-5.93898,-35.266639,34,NA
Ponta Negra,2025-03-12 11:00:00,-5.87605,-35.17857,31.7,NA
Oceanografia,2025-03-12 11:00:00,-5.79524,-35.18359,35.2,62
Alecrim,2025-03-12 12:00:00,-5.79807,-35.21727,32.6,60.7
DIM,2025-03-12 12:00:00,-5.87995,-35.29499,32.8,NA
EAJ,2025-03-12 12:00:00,-5.88395,-35.36455,35,58.6
Extremoz,2025-03-12 12:00:00,-5.66732,-35.29729,34.5,NA
Felipe camarao,2025-03-12 12:00:00,-5.82232,-35.26118,32.3,60.6
IF Central,2025-03-12 12:00:00,-5.81187,-35.20221,33.3,67
IFZN,2025-03-12 12:00:00,-5.74779,-35.26025,33,62.4
Lagoa Azul,2025-03-12 12:00:00,-5.72888,-35.2489,33.4,NA
Parnamirim,2025-03-12 12:00:00,-5.93898,-35.266639,33.8,NA
Ponta Negra,2025-03-12 12:00:00,-5.87605,-35.17857,30.7,NA
Oceanografia,2025-03-12 12:00:00,-5.79524,-35.18359,34.9,59.2
Alecrim,2025-03-12 13:00:00,-5.79807,-35.21727,31.8,64.9
DIM,2025-03-12 13:00:00,-5.87995,-35.29499,36.5,NA
EAJ,2025-03-12 13:00:00,-5.88395,-35.36455,38,50.4
Extremoz,2025-03-12 13:00:00,-5.66732,-35.29729,35.2,NA
Felipe camarao,2025-03-12 13:00:00,-5.82232,-35.26118,33.4,58.9
IF Central,2025-03-12 13:00:00,-5.81187,-35.20221,34.5,65
